,Country Name,Country Code,Indicator Name,Year,Percentage
450,Burundi,BDI,% of total population using drinking water services,2003,52.4
451,Burundi,BDI,% of rural population using drinking water services,2003,49.4
452,Burundi,BDI,% of urban population using drinking water services,2003,83.4
453,Cabo Verde,CPV,% of total population using drinking water services,2003,79.7
454,Cabo Verde,CPV,% of rural population using drinking water services,2003,70.5
455,Cabo Verde,CPV,% of urban population using drinking water services,2003,86.9
456,Cameroon,CMR,% of total population using drinking water services,2003,59.0
457,Cameroon,CMR,% of rural population using drinking water services,2003,37.9
458,Cameroon,CMR,% of urban population using drinking water services,2003,82.5
459,Central African Republic,CAF,% of total population using drinking water services,2003,55.5
460,Central African Republic,CAF,% of rural population using drinking water services,2003,41.8
461,Central African Republic,CAF,% of urban population using drinking water services,2003,78.0
462,Chad,TCD,% of total population using drinking water services,2003,40.5
463,Chad,TCD,% of rural population using drinking water services,2003,30.9
464,Chad,TCD,% of urban population using drinking water services,2003,75.2
465,"Congo, Dem. Rep.",COD,% of total population using drinking water services,2003,35.4
466,"Congo, Dem. Rep.",COD,% of rural population using drinking water services,2003,17.2
467,"Congo, Dem. Rep.",COD,% of urban population using drinking water services,2003,67.1
468,"Congo, Rep.",COG,% of total population using drinking water services,2003,58.4
469,"Congo, Rep.",COG,% of rural population using drinking water services,2003,18.5
470,"Congo, Rep.",COG,% of urban population using drinking water services,2003,85.0
471,Cote d'Ivoire,CIV,% of total population using drinking water services,2003,71.4
472,Cote d'Ivoire,CIV,% of rural population using drinking water services,2003,56.1
473,Cote d'Ivoire,CIV,% of urban population using drinking water services,2003,90.4
474,Djibouti,DJI,% of total population using drinking water services,2003,75.5
475,Djibouti,DJI,% of rural population using drinking water services,2003,53.2
476,Djibouti,DJI,% of urban population using drinking water services,2003,82.3
477,"Egypt, Arab Rep.",EGY,% of total population using drinking water services,2003,98.1
478,"Egypt, Arab Rep.",EGY,% of rural population using drinking water services,2003,97.3
479,"Egypt, Arab Rep.",EGY,% of urban population using drinking water services,2003,99.3
480,Eswatini,SWZ,% of total population using drinking water services,2003,55.9
481,Eswatini,SWZ,% of rural population using drinking water services,2003,46.4
482,Eswatini,SWZ,% of urban population using drinking water services,2003,88.8
483,Ethiopia,ETH,% of total population using drinking water services,2003,22.9
484,Ethiopia,ETH,% of rural population using drinking water services,2003,13.2
485,Ethiopia,ETH,% of urban population using drinking water services,2003,76.6
486,Gabon,GAB,% of total population using drinking water services,2003,81.6
487,Gabon,GAB,% of rural population using drinking water services,2003,43.0
488,Gabon,GAB,% of urban population using drinking water services,2003,90.7
489,"Gambia, The",GMB,% of total population using drinking water services,2003,75.0
490,"Gambia, The",GMB,% of rural population using drinking water services,2003,65.9
491,"Gambia, The",GMB,% of urban population using drinking water services,2003,83.9
492,Ghana,GHA,% of total population using drinking water services,2003,66.9
493,Ghana,GHA,% of rural population using drinking water services,2003,56.0
494,Ghana,GHA,% of urban population using drinking water services,2003,79.7
495,Guinea,GIN,% of total population using drinking water services,2003,56.1
496,Guinea,GIN,% of rural population using drinking water services,2003,45.2
497,Guinea,GIN,% of urban population using drinking water services,2003,79.6
498,Guinea-Bissau,GNB,% of total population using drinking water services,2003,56.8
499,Guinea-Bissau,GNB,% of rural population using drinking water services,2003,44.5
500,Guinea-Bissau,GNB,% of urban population using drinking water services,2003,77.4
501,Kenya,KEN,% of total population using drinking water services,2003,49.5
502,Kenya,KEN,% of rural population using drinking water services,2003,39.6
503,Kenya,KEN,% of urban population using drinking water services,2003,86.9
504,Lesotho,LSO,% of total population using drinking water services,2003,67.0
505,Lesotho,LSO,% of rural population using drinking water services,2003,62.8
506,Lesotho,LSO,% of urban population using drinking water services,2003,82.6
507,Liberia,LBR,% of total population using drinking water services,2003,64.5
508,Liberia,LBR,% of rural population using drinking water services,2003,52.2
509,Liberia,LBR,% of urban population using drinking water services,2003,79.2
510,Libya,LBY,% of total population using drinking water services,2003,86.8
511,Madagascar,MDG,% of total population using drinking water services,2003,38.4
512,Madagascar,MDG,% of rural population using drinking water services,2003,25.5
513,Madagascar,MDG,% of urban population using drinking water services,2003,71.7
514,Malawi,MWI,% of total population using drinking water services,2003,56.4
515,Malawi,MWI,% of rural population using drinking water services,2003,51.2
516,Malawi,MWI,% of urban population using drinking water services,2003,85.7
517,Mali,MLI,% of total population using drinking water services,2003,54.4
518,Mali,MLI,% of rural population using drinking water services,2003,43.6
519,Mali,MLI,% of urban population using drinking water services,2003,78.9
520,Mauritania,MRT,% of total population using drinking water services,2003,45.4
521,Mauritania,MRT,% of rural population using drinking water services,2003,28.9
522,Mauritania,MRT,% of urban population using drinking water services,2003,69.9
523,Mauritius,MUS,% of total population using drinking water services,2003,99.4
524,Mauritius,MUS,% of rural population using drinking water services,2003,99.1
525,Mauritius,MUS,% of urban population using drinking water services,2003,99.8
526,Morocco,MAR,% of total population using drinking water services,2003,66.5
527,Morocco,MAR,% of rural population using drinking water services,2003,35.3
528,Morocco,MAR,% of urban population using drinking water services,2003,92.7
529,Mozambique,MOZ,% of total population using drinking water services,2003,25.8
530,Mozambique,MOZ,% of rural population using drinking water services,2003,10.4
531,Mozambique,MOZ,% of urban population using drinking water services,2003,62.4
532,Namibia,NAM,% of total population using drinking water services,2003,77.6
533,Namibia,NAM,% of rural population using drinking water services,2003,66.8
534,Namibia,NAM,% of urban population using drinking water services,2003,97.7
535,Niger,NER,% of total population using drinking water services,2003,39.2
536,Niger,NER,% of rural population using drinking water services,2003,29.0
537,Niger,NER,% of urban population using drinking water services,2003,91.6
538,Nigeria,NGA,% of total population using drinking water services,2003,47.9
539,Nigeria,NGA,% of rural population using drinking water services,2003,34.8
540,Nigeria,NGA,% of urban population using drinking water services,2003,70.0
541,Rwanda,RWA,% of total population using drinking water services,2003,47.9
542,Rwanda,RWA,% of rural population using drinking water services,2003,42.9
543,Rwanda,RWA,% of urban population using drinking water services,2003,72.8
544,Sao Tome and Principe,STP,% of total population using drinking water services,2003,70.1
545,Sao Tome and Principe,STP,% of rural population using drinking water services,2003,63.3
546,Sao Tome and Principe,STP,% of urban population using drinking water services,2003,75.3
547,Senegal,SEN,% of total population using drinking water services,2003,63.2
548,Senegal,SEN,% of rural population using drinking water services,2003,45.1
549,Senegal,SEN,% of urban population using drinking water services,2003,89.4
550,Sierra Leone,SLE,% of total population using drinking water services,2003,43.3
551,Sierra Leone,SLE,% of rural population using drinking water services,2003,28.6
552,Sierra Leone,SLE,% of urban population using drinking water services,2003,69.0
553,Somalia,SOM,% of total population using drinking water services,2003,28.6
554,Somalia,SOM,% of rural population using drinking water services,2003,10.4
555,Somalia,SOM,% of urban population using drinking water services,2003,62.7
556,South Africa,ZAF,% of total population using drinking water services,2003,86.1
557,South Africa,ZAF,% of rural population using drinking water services,2003,68.7
